2026-09-16T21:48:12.451074Z DEBUG panoptikon::inferio::ledger: admitted a worker to a GPU's ledger model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 replica=2 base_mb=Some(31150) base_method="free_delta" reserved_at_load_mb=Some(31202) seeded_from_store=false
2026-09-16T21:48:12.460178Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=0 canvas_pixels=1843200 share_mb=0 room_mb=0 headroom_mb=0 external_mb=1317 reserve_mb=330 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=0 squeezed=true window_requests=2
2026-09-16T21:48:34.443899Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:34.763627Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:35.081954Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:35.402436Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:35.724108Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:36.044087Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:36.366731Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:36.687763Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:37.010118Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:37.330927Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:37.650464Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:37.972416Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:38.293498Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:38.616553Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:38.936457Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:39.258511Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:39.578872Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:39.897193Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:40.215595Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:40.535100Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:40.853747Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:41.172863Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:41.491877Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:41.811916Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:42.132012Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:42.450218Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:42.770691Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:43.094433Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:43.415073Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:43.734061Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:44.052882Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:44.379078Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:44.699311Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:45.018257Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:45.339014Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:45.658212Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:45.978033Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:46.299378Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:46.620509Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:46.942869Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:47.265614Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:47.587912Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:47.906721Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:48.224168Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:48.543387Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:48.862777Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:49.183353Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:49.502123Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:49.820313Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:50.140387Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:50.462914Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:50.781481Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:51.101341Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:51.423417Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:51.743879Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:52.064976Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:52.392158Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:52.719043Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:53.039522Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:53.362545Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:53.684211Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:54.004283Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:54.323127Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:54.642213Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
2026-09-16T21:48:54.964459Z DEBUG panoptikon::inferio::ledger: issued a memory grant model=clip/qwen3-vl-embedding-8b gpu=GPU-c77d0f94-a65c-d89c-7b73-16c446d242c4 unit_budget=1 mb=374 canvas_pixels=1843200 share_mb=374 room_mb=374 headroom_mb=0 external_mb=866 reserve_mb=217 reserve_rule="capped_default" pre_fit=true ramp_step=0 deflation=22 squeezed=false window_requests=1
